Customer id,Gender,Age,City,Policy id,Policy number,Purchase Method,Coverage type,Policy start date,Policy end date,Policy renewed in next year,Premium,Claims,Claim id,Claim date,Settlement date,Claims amount,Complaints,Complaint id,Complaint file date,Complaint resolution date,Complaint communication channel,Survey year,Satisfaction Score
dj_6805,Female,69,Hamilton,11758,B406115,Third party Agent,B,1/9/2021,1/9/2022,Yes,1750,No,,,,,Yes,2783,1/11/2021,1/31/2021,Call,2021,3.4
dj_7170,Male,20,Hamilton,11759,B406116,Third party Agent,B,1/9/2021,1/9/2022,Yes,5021,No,,,,,Yes,2785,1/12/2021,3/26/2021,Web portal,2021,3.6
dj_7535,Female,60,Windsor,11760,B406114,Third party Agent,D,1/9/2021,1/9/2022,Yes,6630,No,,,,,No,,,,,2021,4.6
dj_7900,Female,29,Ottawa,11761,B406119,Third party Agent,A,1/9/2021,1/9/2022,Yes,1668,No,,,,,No,,,,,2021,3.9
dj_375,Female,25,Vaughan,11762,B400054,Third party Agent,C,1/10/2021,1/10/2022,Yes,5214,No,,,,,No,,,,,2021,4.9
dj_1105,Female,41,Hamilton,11763,B400056,Third party Agent,C,1/10/2021,1/10/2022,Yes,3640,No,,,,,No,,,,,2021,4.6
dj_2036,Female,37,Vaughan,11764,B402080,Third party Agent,D,1/10/2021,1/10/2022,No,3827,No,,,,,No,,,,,2021,4.8
dj_2766,Male,35,Mississauga,11765,B402082,Third party Agent,D,1/10/2021,1/10/2022,Yes,4698,No,,,,,No,,,,,2021,4.4
dj_3131,Male,69,Ottawa,11766,B402084,Third party Agent,D,1/10/2021,1/10/2022,Yes,2046,No,,,,,No,,,,,2021,3.8
dj_3496,Male,23,Vaughan,11767,B402083,Third party Agent,B,1/10/2021,1/10/2022,Yes,5213,No,,,,,No,,,,,2021,3.9
dj_4092,Female,40,Hamilton,11768,B404141,Third party Agent,C,1/10/2021,1/10/2022,Yes,4600,No,,,,,No,,,,,2021,4.3
dj_4458,Female,58,Ottawa,11769,B404136,Third party Agent,D,1/10/2021,1/10/2022,Yes,2375,No,,,,,No,,,,,2021,4.4
dj_4824,Male,34,Ottawa,11770,B404138,Third party Agent,B,1/10/2021,1/10/2022,Yes,4743,No,,,,,No,,,,,2021,4.1
dj_5190,Male,23,Markham,11771,B404137,Third party Agent,C,1/10/2021,1/10/2022,Yes,6060,Yes,361,8/17/2021,3/24/2022,52823,Yes,2791,1/11/2021,3/15/2021,Web portal,2021,3.1
dj_5556,Male,61,Hamilton,11772,B404140,Third party Agent,A,1/10/2021,1/10/2022,Yes,2589,No,,,,,No,,,,,2021,4.4
dj_5922,Female,55,London,11773,B404139,Third party Agent,D,1/10/2021,1/10/2022,Yes,5115,No,,,,,No,,,,,2021,3.8
dj_6076,Female,20,Toronto,11774,B406124,Third party Agent,B,1/10/2021,1/10/2022,No,6000,No,,,,,No,,,,,2021,4.8
dj_6441,Female,64,Markham,11775,B406125,Third party Agent,C,1/10/2021,1/10/2022,No,3371,No,,,,,No,,,,,2021,4.4
dj_6806,Male,62,Ottawa,11776,B406120,Third party Agent,C,1/10/2021,1/10/2022,No,3987,No,,,,,Yes,2788,1/12/2021,3/23/2021,Web portal,2021,3.7
dj_7171,Female,33,Kitchener,11777,B406122,Third party Agent,D,1/10/2021,1/10/2022,Yes,9239,No,,,,,Yes,2790,1/14/2021,3/16/2021,Call,2021,3.3
dj_7536,Male,39,Kitchener,11778,B406121,Third party Agent,A,1/10/2021,1/10/2022,Yes,3012,No,,,,,Yes,2789,1/14/2021,5/3/2021,Web portal,2021,3.2
dj_7901,Male,36,Markham,11779,B406123,Third party Agent,A,1/10/2021,1/10/2022,Yes,1709,No,,,,,No,,,,,2021,4.3
dj_741,Female,42,Toronto,11780,B400062,Third party Agent,D,1/11/2021,1/11/2022,Yes,4526,No,,,,,No,,,,,2021,3.9
dj_1836,Female,33,Markham,11781,B400064,Third party Agent,D,1/11/2021,1/11/2022,Yes,5126,No,,,,,No,,,,,2021,4.3
dj_2037,Male,48,Mississauga,11782,B402086,Third party Agent,C,1/11/2021,1/11/2022,No,2311,No,,,,,No,,,,,2021,5
dj_2767,Female,35,Kitchener,11783,B402090,Third party Agent,A,1/11/2021,1/11/2022,Yes,2930,No,,,,,No,,,,,2021,4.2
dj_3132,Female,30,Windsor,11784,B402089,Third party Agent,A,1/11/2021,1/11/2022,Yes,1759,No,,,,,No,,,,,2021,4.5
dj_3497,Female,54,Markham,11785,B402087,Third party Agent,A,1/11/2021,1/11/2022,Yes,3367,No,,,,,Yes,2794,1/15/2021,3/16/2021,Web portal,2021,3.7
dj_3862,Male,58,Markham,11786,B402091,Third party Agent,A,1/11/2021,1/11/2022,Yes,3955,No,,,,,No,,,,,2021,4
dj_4093,Male,23,Windsor,11787,B404142,Third party Agent,A,1/11/2021,1/11/2022,Yes,3120,No,,,,,No,,,,,2021,4.8
dj_4459,Female,44,Vaughan,11788,B404144,Third party Agent,D,1/11/2021,1/11/2022,Yes,4172,No,,,,,No,,,,,2021,4.5
dj_4825,Female,50,Toronto,11789,B404143,Third party Agent,C,1/11/2021,1/11/2022,Yes,4536,No,,,,,No,,,,,2021,4.3
dj_5191,Female,58,Vaughan,11790,B404145,Third party Agent,B,1/11/2021,1/11/2022,Yes,5805,Yes,362,3/2/2021,4/21/2021,5995,Yes,2792,1/13/2021,3/2/2021,Call,2021,3
dj_5557,Female,39,Mississauga,11791,B404146,Third party Agent,C,1/11/2021,1/11/2022,Yes,6004,No,,,,,No,,,,,2021,4
dj_5923,Female,32,Ottawa,11792,B404147,Third party Agent,D,1/11/2021,1/11/2022,Yes,1687,No,,,,,No,,,,,2021,4
dj_6077,Male,22,Windsor,11793,B406127,Third party Agent,B,1/11/2021,1/11/2022,Yes,1788,No,,,,,No,,,,,2021,3.8
dj_6442,Male,54,Toronto,11794,B406129,Third party Agent,A,1/11/2021,1/11/2022,Yes,3192,No,,,,,No,,,,,2021,4.4
dj_6807,Female,48,Mississauga,11795,B406130,Third party Agent,D,1/11/2021,1/11/2022,Yes,6342,No,,,,,No,,,,,2021,4.4
dj_7172,Male,43,Mississauga,11796,B406126,Third party Agent,B,1/11/2021,1/11/2022,Yes,4196,No,,,,,Yes,2793,1/14/2021,4/15/2021,Call,2021,3.7
dj_7537,Female,69,London,11797,B406131,Third party Agent,A,1/11/2021,1/11/2022,Yes,2317,No,,,,,Yes,2795,1/14/2021,3/28/2021,Web portal,2021,3.7
dj_7902,Male,51,Mississauga,11798,B406128,Third party Agent,C,1/11/2021,1/11/2022,Yes,4198,No,,,,,No,,,,,2021,4.1
dj_377,Female,69,Ottawa,11799,B400066,Third party Agent,C,1/12/2021,1/12/2022,No,2014,No,,,,,No,,,,,2021,3.9
dj_742,Male,31,Windsor,11800,B400071,Third party Agent,B,1/12/2021,1/12/2022,No,1905,No,,,,,No,,,,,2021,4.1
dj_1107,Male,48,Hamilton,11801,B400069,Third party Agent,A,1/12/2021,1/12/2022,Yes,1896,No,,,,,Yes,4407,1/16/2021,5/4/2021,Web portal,2021,3.3
dj_1472,Male,70,Mississauga,11802,B400067,Third party Agent,D,1/12/2021,1/12/2022,Yes,10282,No,,,,,No,,,,,2021,4.5
dj_2038,Male,40,Hamilton,11803,B402095,Third party Agent,D,1/12/2021,1/12/2022,No,3061,No,,,,,No,,,,,2021,4.8
dj_2768,Female,36,Brampton,11804,B402097,Third party Agent,D,1/12/2021,1/12/2022,Yes,4768,No,,,,,No,,,,,2021,4.9
dj_3133,Male,20,Hamilton,11805,B402096,Third party Agent,B,1/12/2021,1/12/2022,Yes,1814,No,,,,,No,,,,,2021,4.3
dj_3498,Female,35,Toronto,11806,B402092,Third party Agent,A,1/12/2021,1/12/2022,Yes,1401,No,,,,,No,,,,,2021,3.9
dj_3863,Male,67,Toronto,11807,B402094,Third party Agent,D,1/12/2021,1/12/2022,Yes,6927,No,,,,,Yes,2796,1/14/2021,4/5/2021,Web portal,2021,3.7
dj_4094,Male,53,Windsor,11808,B404148,Third party Agent,A,1/12/2021,1/12/2022,Yes,2633,No,,,,,Yes,2797,1/14/2021,3/10/2021,Web portal,2021,3.7
dj_4460,Male,48,Vaughan,11809,B404150,Third party Agent,D,1/12/2021,1/12/2022,Yes,8330,No,,,,,No,,,,,2021,4.9
dj_4826,Male,26,Kitchener,11810,B404153,Third party Agent,D,1/12/2021,1/12/2022,Yes,5516,No,,,,,No,,,,,2021,4.7
dj_5192,Male,65,Ottawa,11811,B404152,Third party Agent,C,1/12/2021,1/12/2022,Yes,2228,Yes,363,3/26/2021,6/7/2021,4391,Yes,2801,1/15/2021,1/30/2021,Web portal,2021,2.2
dj_5558,Male,52,Hamilton,11812,B404149,Third party Agent,C,1/12/2021,1/12/2022,Yes,4161,No,,,,,Yes,2798,1/14/2021,2/13/2021,Call,2021,3.7
dj_5924,Male,69,London,11813,B404151,Third party Agent,C,1/12/2021,1/12/2022,Yes,2000,No,,,,,Yes,2803,1/16/2021,3/2/2021,Call,2021,3.5
dj_6078,Female,37,Vaughan,11814,B406133,Third party Agent,B,1/12/2021,1/12/2022,Yes,5988,No,,,,,No,,,,,2021,4.3
dj_6443,Female,43,Hamilton,11815,B406132,Third party Agent,B,1/12/2021,1/12/2022,Yes,6037,No,,,,,No,,,,,2021,3.9
dj_6808,Male,70,Vaughan,11816,B406137,Third party Agent,C,1/12/2021,1/12/2022,Yes,3232,No,,,,,No,,,,,2021,4.3
dj_7173,Female,53,Toronto,11817,B406135,Third party Agent,C,1/12/2021,1/12/2022,Yes,1659,No,,,,,Yes,2799,1/14/2021,4/12/2021,Web portal,2021,3.2
dj_7538,Male,32,Kitchener,11818,B406136,Third party Agent,C,1/12/2021,1/12/2022,Yes,3565,No,,,,,Yes,2800,1/14/2021,2/12/2021,Call,2021,3.2
dj_7903,Male,53,Brampton,11819,B406134,Third party Agent,A,1/12/2021,1/12/2022,Yes,2572,No,,,,,No,,,,,2021,4.5
dj_13,Male,30,Windsor,11820,B400075,Third party Agent,A,1/13/2021,1/13/2022,Yes,1711,No,,,,,Yes,2807,1/14/2021,3/22/2021,Call,2021,3.7
dj_378,Female,47,Markham,11821,B400076,Third party Agent,B,1/13/2021,1/13/2022,No,2760,No,,,,,No,,,,,2021,4.2
dj_743,Female,51,Toronto,11822,B400073,Third party Agent,A,1/13/2021,1/13/2022,Yes,2092,No,,,,,No,,,,,2021,4.4
dj_1108,Male,37,Hamilton,11823,B400072,Third party Agent,C,1/13/2021,1/13/2022,Yes,5142,No,,,,,Yes,4410,1/16/2021,4/13/2021,Web portal,2021,3.3
dj_2769,Male,70,Windsor,11824,B402102,Third party Agent,D,1/13/2021,1/13/2022,Yes,8210,No,,,,,No,,,,,2021,4.7
dj_3499,Female,44,Windsor,11825,B402103,Third party Agent,A,1/13/2021,1/13/2022,Yes,2919,No,,,,,No,,,,,2021,3.9
dj_3864,Female,58,Hamilton,11826,B402100,Third party Agent,D,1/13/2021,1/13/2022,Yes,6017,No,,,,,Yes,2806,1/17/2021,3/25/2021,Call,2021,3.3
dj_4095,Female,26,Ottawa,11827,B404159,Third party Agent,B,1/13/2021,1/13/2022,Yes,4094,No,,,,,No,,,,,2021,4.8
dj_4461,Male,55,Vaughan,11828,B404156,Third party Agent,B,1/13/2021,1/13/2022,Yes,5592,No,,,,,No,,,,,2021,4.2
dj_4827,Female,45,Brampton,11829,B404155,Third party Agent,D,1/13/2021,1/13/2022,Yes,7168,No,,,,,No,,,,,2021,4.6
dj_5193,Female,36,Hamilton,11830,B404154,Third party Agent,D,1/13/2021,1/13/2022,No,5621,Yes,364,6/11/2021,11/7/2021,60817,Yes,2804,1/16/2021,2/21/2021,Web portal,2021,2.9
dj_5559,Male,63,Mississauga,11831,B404158,Third party Agent,B,1/13/2021,1/13/2022,Yes,2442,No,,,,,No,,,,,2021,4.6
dj_5925,Male,51,Mississauga,11832,B404157,Third party Agent,C,1/13/2021,1/13/2022,Yes,3543,No,,,,,Yes,2808,1/16/2021,2/10/2021,Call,2021,3.4
dj_6079,Female,50,Brampton,11833,B406143,Third party Agent,B,1/13/2021,1/13/2022,Yes,5138,No,,,,,No,,,,,2021,4.9
dj_6444,Male,35,Kitchener,11834,B406142,Third party Agent,C,1/13/2021,1/13/2022,Yes,5406,No,,,,,No,,,,,2021,4.6
dj_6809,Female,45,Vaughan,11835,B406140,Third party Agent,D,1/13/2021,1/13/2022,Yes,5951,No,,,,,No,,,,,2021,4.5
dj_7174,Male,32,Hamilton,11836,B406138,Third party Agent,A,1/13/2021,1/13/2022,Yes,2932,No,,,,,No,,,,,2021,4
dj_7539,Female,39,Windsor,11837,B406139,Third party Agent,D,1/13/2021,1/13/2022,Yes,2267,No,,,,,No,,,,,2021,4.3
dj_7904,Female,69,Windsor,11838,B406141,Third party Agent,D,1/13/2021,1/13/2022,Yes,5107,No,,,,,No,,,,,2021,4.5
dj_14,Female,43,Mississauga,11839,B400080,Third party Agent,B,1/14/2021,1/14/2022,No,2413,No,,,,,No,,,,,2021,4.2
dj_1474,Male,63,Kitchener,11840,B400082,Third party Agent,A,1/14/2021,1/14/2022,Yes,2900,No,,,,,Yes,2814,1/16/2021,2/2/2021,Call,2021,3.6
dj_1839,Male,26,Mississauga,11841,B400083,Third party Agent,C,1/14/2021,1/14/2022,Yes,5902,No,,,,,Yes,2815,1/17/2021,3/20/2021,Web portal,2021,3.4
dj_2040,Female,70,Mississauga,11842,B402108,Third party Agent,C,1/14/2021,1/14/2022,Yes,5323,No,,,,,No,,,,,2021,4.5
dj_2405,Male,65,Hamilton,11843,B402107,Third party Agent,B,1/14/2021,1/14/2022,Yes,4839,No,,,,,No,,,,,2021,4.5
dj_3135,Male,43,Ottawa,11844,B402104,Third party Agent,D,1/14/2021,1/14/2022,Yes,2080,No,,,,,Yes,2809,1/15/2021,4/17/2021,Call,2021,3.6
dj_3865,Male,47,Toronto,11845,B402109,Third party Agent,B,1/14/2021,1/14/2022,Yes,5102,No,,,,,Yes,2816,1/17/2021,3/13/2021,Web portal,2021,3.4
dj_4096,Male,55,Brampton,11846,B404162,Third party Agent,C,1/14/2021,1/14/2022,Yes,5073,No,,,,,No,,,,,2021,4.6
dj_4462,Female,55,Ottawa,11847,B404164,Third party Agent,B,1/14/2021,1/14/2022,Yes,2642,No,,,,,No,,,,,2021,4.3
dj_4828,Male,20,Ottawa,11848,B404160,Third party Agent,A,1/14/2021,1/14/2022,Yes,2513,No,,,,,Yes,2810,1/16/2021,4/1/2021,Web portal,2021,3.5
dj_5194,Male,55,London,11849,B404165,Third party Agent,D,1/14/2021,1/14/2022,Yes,5432,Yes,365,12/23/2021,12/1/2022,7137,Yes,2813,1/15/2021,4/8/2021,Call,2021,1.9
dj_5560,Male,23,Markham,11850,B404163,Third party Agent,D,1/14/2021,1/14/2022,Yes,7472,No,,,,,No,,,,,2021,4.6
dj_5926,Male,52,Vaughan,11851,B404161,Third party Agent,A,1/14/2021,1/14/2022,Yes,3068,No,,,,,No,,,,,2021,4.2
dj_6080,Female,27,Windsor,11852,B406149,Third party Agent,C,1/14/2021,1/14/2022,Yes,5944,No,,,,,No,,,,,2021,4.8
dj_6445,Female,50,Windsor,11853,B406146,Third party Agent,C,1/14/2021,1/14/2022,Yes,4717,No,,,,,No,,,,,2021,4.1
dj_6810,Male,61,Toronto,11854,B406148,Third party Agent,D,1/14/2021,1/14/2022,Yes,5618,No,,,,,No,,,,,2021,3.9
dj_7175,Female,27,London,11855,B406145,Third party Agent,B,1/14/2021,1/14/2022,Yes,3924,No,,,,,Yes,2812,1/17/2021,3/27/2021,Web portal,2021,3.6
dj_7540,Male,57,Hamilton,11856,B406144,Third party Agent,A,1/14/2021,1/14/2022,Yes,3172,No,,,,,Yes,2811,1/17/2021,5/15/2021,Web portal,2021,3.4
dj_7905,Male,41,Vaughan,11857,B406147,Third party Agent,D,1/14/2021,1/14/2022,Yes,4714,No,,,,,No,,,,,2021,4.6
dj_380,Female,38,Mississauga,11858,B400086,Third party Agent,C,1/15/2021,1/15/2022,No,3362,No,,,,,No,,,,,2021,4.2
dj_745,Male,27,Hamilton,11859,B400084,Third party Agent,C,1/15/2021,1/15/2022,Yes,3547,No,,,,,No,,,,,2021,4.7
dj_1110,Male,49,Windsor,11860,B400089,Third party Agent,B,1/15/2021,1/15/2022,Yes,1754,No,,,,,No,,,,,2021,4.5
dj_1475,Female,30,London,11861,B400087,Third party Agent,B,1/15/2021,1/15/2022,Yes,5059,No,,,,,No,,,,,2021,3.9
dj_1840,Female,26,Toronto,11862,B400088,Third party Agent,C,1/15/2021,1/15/2022,Yes,2375,No,,,,,Yes,2820,1/18/2021,4/5/2021,Call,2021,3.6
dj_2406,Female,46,Toronto,11863,B402111,Third party Agent,A,1/15/2021,1/15/2022,No,2786,No,,,,,No,,,,,2021,4.1
dj_3136,Female,35,Brampton,11864,B402112,Third party Agent,C,1/15/2021,1/15/2022,Yes,2828,No,,,,,No,,,,,2021,3.8
dj_3501,Male,39,London,11865,B402114,Third party Agent,B,1/15/2021,1/15/2022,Yes,4751,No,,,,,No,,,,,2021,4.3
dj_3866,Male,26,Toronto,11866,B402110,Third party Agent,B,1/15/2021,1/15/2022,Yes,5687,No,,,,,No,,,,,2021,4.4
dj_4097,Female,22,Hamilton,11867,B404171,Third party Agent,A,1/15/2021,1/15/2022,Yes,1350,No,,,,,Yes,2818,1/16/2021,4/16/2021,Web portal,2021,3.7
dj_4463,Male,55,Mississauga,11868,B404168,Third party Agent,A,1/15/2021,1/15/2022,Yes,2301,No,,,,,No,,,,,2021,4.9
dj_4829,Female,38,Markham,11869,B404170,Third party Agent,C,1/15/2021,1/15/2022,Yes,3562,No,,,,,Yes,2821,1/19/2021,2/6/2021,Web portal,2021,3.6
dj_5195,Female,19,Ottawa,11870,B404169,Third party Agent,C,1/15/2021,1/15/2022,Yes,5697,Yes,366,8/22/2021,3/29/2022,11164,Yes,2819,1/18/2021,3/10/2021,Web portal,2021,2.3
dj_5561,Female,47,Kitchener,11871,B404166,Third party Agent,C,1/15/2021,1/15/2022,Yes,4923,No,,,,,No,,,,,2021,4.5
dj_5927,Male,50,London,11872,B404167,Third party Agent,B,1/15/2021,1/15/2022,Yes,2399,No,,,,,No,,,,,2021,4.3
dj_6081,Male,52,Brampton,11873,B406153,Third party Agent,C,1/15/2021,1/15/2022,No,1689,No,,,,,No,,,,,2021,4.1
dj_6446,Male,50,Brampton,11874,B406154,Third party Agent,C,1/15/2021,1/15/2022,No,5143,No,,,,,No,,,,,2021,4.5
dj_6811,Female,68,Kitchener,11875,B406150,Third party Agent,C,1/15/2021,1/15/2022,Yes,4671,No,,,,,Yes,2817,1/19/2021,3/28/2021,Call,2021,3.4
dj_7176,Male,44,Toronto,11876,B406151,Third party Agent,B,1/15/2021,1/15/2022,Yes,2727,No,,,,,No,,,,,2021,3.9
dj_7541,Female,68,Mississauga,11877,B406152,Third party Agent,B,1/15/2021,1/15/2022,Yes,5023,No,,,,,No,,,,,2021,4
dj_7906,Female,27,Mississauga,11878,B406155,Third party Agent,B,1/15/2021,1/15/2022,Yes,3694,No,,,,,No,,,,,2021,4.5
dj_16,Male,26,Hamilton,11879,B400094,Third party Agent,A,1/16/2021,1/16/2022,No,2248,No,,,,,No,,,,,2021,4.3
dj_381,Female,57,Windsor,11880,B400093,Third party Agent,A,1/16/2021,1/16/2022,Yes,2973,No,,,,,No,,,,,2021,4
dj_746,Female,33,Vaughan,11881,B400095,Third party Agent,A,1/16/2021,1/16/2022,Yes,3953,No,,,,,No,,,,,2021,4.9
dj_1111,Male,31,Ottawa,11882,B400090,Third party Agent,C,1/16/2021,1/16/2022,Yes,5799,No,,,,,Yes,4435,1/17/2021,4/23/2021,Call,2021,3.4
dj_2042,Male,65,Hamilton,11883,B402121,Third party Agent,C,1/16/2021,1/16/2022,No,3346,No,,,,,No,,,,,2021,4
dj_2407,Female,35,Toronto,11884,B402119,Third party Agent,D,1/16/2021,1/16/2022,Yes,6054,No,,,,,No,,,,,2021,4.3
dj_2772,Male,31,Windsor,11885,B402117,Third party Agent,D,1/16/2021,1/16/2022,Yes,5561,No,,,,,No,,,,,2021,4.7
dj_3137,Female,21,Ottawa,11886,B402118,Third party Agent,B,1/16/2021,1/16/2022,Yes,4956,No,,,,,No,,,,,2021,4.4
dj_3502,Male,39,Kitchener,11887,B402116,Third party Agent,B,1/16/2021,1/16/2022,Yes,2273,No,,,,,No,,,,,2021,3.9
dj_3867,Female,66,Kitchener,11888,B402120,Third party Agent,B,1/16/2021,1/16/2022,Yes,3306,No,,,,,Yes,2824,1/18/2021,4/18/2021,Web portal,2021,3.3
dj_4098,Female,22,Mississauga,11889,B404172,Third party Agent,B,1/16/2021,1/16/2022,Yes,1630,No,,,,,No,,,,,2021,4.3
dj_4464,Female,35,Toronto,11890,B404176,Third party Agent,A,1/16/2021,1/16/2022,No,3596,No,,,,,No,,,,,2021,5
dj_4830,Male,31,Toronto,11891,B404175,Third party Agent,C,1/16/2021,1/16/2022,Yes,4823,No,,,,,No,,,,,2021,4.1
dj_5196,Male,57,Markham,11892,B404173,Third party Agent,B,1/16/2021,1/16/2022,Yes,2085,Yes,367,6/19/2021,11/20/2021,92081,Yes,2823,1/18/2021,4/20/2021,Call,2021,2.8
dj_5562,Female,55,Markham,11893,B404177,Third party Agent,A,1/16/2021,1/16/2022,Yes,1681,No,,,,,No,,,,,2021,4.6
dj_5928,Male,55,Brampton,11894,B404174,Third party Agent,A,1/16/2021,1/16/2022,Yes,1833,No,,,,,No,,,,,2021,4
dj_6082,Male,43,Markham,11895,B406161,Third party Agent,C,1/16/2021,1/16/2022,Yes,2494,No,,,,,No,,,,,2021,4.8
dj_6447,Female,35,Vaughan,11896,B406157,Third party Agent,A,1/16/2021,1/16/2022,No,1528,No,,,,,No,,,,,2021,4.1
dj_6812,Male,51,Brampton,11897,B406159,Third party Agent,C,1/16/2021,1/16/2022,Yes,5034,No,,,,,No,,,,,2021,4.6
dj_7177,Female,51,Mississauga,11898,B406156,Third party Agent,B,1/16/2021,1/16/2022,Yes,4218,No,,,,,No,,,,,2021,3.9
dj_7542,Male,58,Mississauga,11899,B406158,Third party Agent,A,1/16/2021,1/16/2022,Yes,1469,No,,,,,No,,,,,2021,4.2
dj_7907,Female,38,Ottawa,11900,B406160,Third party Agent,A,1/16/2021,1/16/2022,Yes,1456,No,,,,,No,,,,,2021,4.4
dj_747,Female,40,Markham,11901,B400097,Third party Agent,A,1/17/2021,1/17/2022,Yes,3797,No,,,,,No,,,,,2021,4.6
dj_1112,Female,33,Toronto,11902,B400098,Third party Agent,D,1/17/2021,1/17/2022,Yes,8802,No,,,,,No,,,,,2021,4.7
dj_1477,Male,53,Windsor,11903,B400100,Third party Agent,D,1/17/2021,1/17/2022,Yes,4491,No,,,,,No,,,,,2021,4.4
dj_2043,Female,22,London,11904,B402122,Third party Agent,C,1/17/2021,1/17/2022,Yes,5097,No,,,,,No,,,,,2021,4
dj_2773,Female,32,Vaughan,11905,B402125,Third party Agent,A,1/17/2021,1/17/2022,Yes,2020,No,,,,,No,,,,,2021,3.8
dj_3503,Female,18,Markham,11906,B402127,Third party Agent,D,1/17/2021,1/17/2022,Yes,3342,No,,,,,No,,,,,2021,3.9
dj_3868,Male,34,Ottawa,11907,B402126,Third party Agent,D,1/17/2021,1/17/2022,Yes,2739,No,,,,,No,,,,,2021,4.3
dj_4099,Male,30,Kitchener,11908,B404181,Third party Agent,A,1/17/2021,1/17/2022,Yes,1467,No,,,,,No,,,,,2021,4.2
dj_4465,Male,34,Vaughan,11909,B404179,Third party Agent,C,1/17/2021,1/17/2022,Yes,1636,No,,,,,No,,,,,2021,5
dj_4831,Female,63,Mississauga,11910,B404182,Third party Agent,D,1/17/2021,1/17/2022,No,2509,No,,,,,Yes,2826,1/18/2021,2/12/2021,Web portal,2021,3.5
dj_5197,Female,66,Vaughan,11911,B404183,Third party Agent,D,1/17/2021,1/17/2022,Yes,7479,Yes,368,3/24/2021,5/29/2021,59240,Yes,2828,1/21/2021,4/29/2021,Call,2021,2.3
dj_5563,Female,58,Hamilton,11912,B404180,Third party Agent,C,1/17/2021,1/17/2022,Yes,4760,No,,,,,No,,,,,2021,4.3
dj_5929,Female,46,Kitchener,11913,B404178,Third party Agent,D,1/17/2021,1/17/2022,Yes,7463,No,,,,,Yes,2825,1/19/2021,3/18/2021,Web portal,2021,3.4
dj_6083,Female,70,Mississauga,11914,B406166,Third party Agent,C,1/17/2021,1/17/2022,Yes,1562,No,,,,,No,,,,,2021,4.2
dj_6448,Male,21,Vaughan,11915,B406164,Third party Agent,D,1/17/2021,1/17/2022,Yes,4052,No,,,,,No,,,,,2021,4.7
dj_6813,Female,63,Vaughan,11916,B406162,Third party Agent,C,1/17/2021,1/17/2022,Yes,2076,No,,,,,No,,,,,2021,4.1
dj_7178,Male,66,London,11917,B406165,Third party Agent,D,1/17/2021,1/17/2022,Yes,3366,No,,,,,Yes,2827,1/19/2021,4/1/2021,Call,2021,3.4
dj_7543,Female,59,Mississauga,11918,B406163,Third party Agent,B,1/17/2021,1/17/2022,Yes,4829,No,,,,,No,,,,,2021,4.3
dj_7908,Female,37,Hamilton,11919,B406167,Third party Agent,C,1/17/2021,1/17/2022,Yes,5372,No,,,,,No,,,,,2021,4.5
dj_383,Female,50,Vaughan,11920,B400103,Third party Agent,B,1/18/2021,1/18/2022,Yes,4591,No,,,,,No,,,,,2021,3.8
dj_748,Male,51,London,11921,B400105,Third party Agent,B,1/18/2021,1/18/2022,Yes,4809,No,,,,,No,,,,,2021,3.9
dj_1478,Male,62,Toronto,11922,B400106,Third party Agent,B,1/18/2021,1/18/2022,Yes,3480,No,,,,,No,,,,,2021,4.6
dj_2044,Male,46,Toronto,11923,B402129,Third party Agent,B,1/18/2021,1/18/2022,Yes,4832,No,,,,,No,,,,,2021,4.6
dj_2409,Male,30,Kitchener,11924,B402130,Third party Agent,C,1/18/2021,1/18/2022,Yes,2505,No,,,,,No,,,,,2021,4.4
dj_3139,Male,44,London,11925,B402128,Third party Agent,A,1/18/2021,1/18/2022,Yes,3816,No,,,,,Yes,2831,1/22/2021,2/14/2021,Call,2021,3.6
dj_3504,Male,32,London,11926,B402132,Third party Agent,C,1/18/2021,1/18/2022,Yes,4438,No,,,,,No,,,,,2021,4.2
dj_3869,Female,65,Vaughan,11927,B402133,Third party Agent,C,1/18/2021,1/18/2022,Yes,3294,No,,,,,No,,,,,2021,3.9
dj_4100,Male,29,Hamilton,11928,B404187,Third party Agent,D,1/18/2021,1/18/2022,No,5976,No,,,,,No,,,,,2021,4.9
dj_4466,Female,68,Brampton,11929,B404188,Third party Agent,A,1/18/2021,1/18/2022,Yes,1529,No,,,,,No,,,,,2021,3.9
dj_4832,Male,51,London,11930,B404189,Third party Agent,A,1/18/2021,1/18/2022,Yes,2444,No,,,,,No,,,,,2021,4.9
dj_5198,Male,39,Ottawa,11931,B404186,Third party Agent,D,1/18/2021,1/18/2022,Yes,9771,Yes,369,10/21/2021,7/24/2022,28650,Yes,2829,1/20/2021,3/12/2021,Call,2021,2.1
dj_5564,Male,70,Brampton,11932,B404184,Third party Agent,D,1/18/2021,1/18/2022,Yes,10000,No,,,,,Yes,2830,1/20/2021,4/22/2021,Call,2021,3.3
dj_5930,Female,32,Hamilton,11933,B404185,Third party Agent,D,1/18/2021,1/18/2022,Yes,9587,No,,,,,No,,,,,2021,4.3
dj_6084,Male,44,Brampton,11934,B406169,Third party Agent,B,1/18/2021,1/18/2022,Yes,2318,No,,,,,No,,,,,2021,4.2
dj_6449,Female,45,Hamilton,11935,B406173,Third party Agent,B,1/18/2021,1/18/2022,Yes,5112,No,,,,,No,,,,,2021,5
