Policy id,Policy number,Policy start date,Policy end date,Profitability,Active year,Purchase method,Coverage type,Premium,Customer id
10873,B401772,11/11/2020,11/11/2021,2169.7527,2020,Third party Agent,A,2170,dj_1410
10874,B403827,11/11/2020,11/11/2021,2153.4311,2020,Third party Agent,A,2153,dj_2706
10875,B403828,11/11/2020,11/11/2021,5133.1432,2020,Third party Agent,C,5133,dj_3071
10876,B403830,11/11/2020,11/11/2021,3314.3049,2020,Third party Agent,B,3314,dj_3436
10877,B403831,11/11/2020,11/11/2021,4738.3645,2020,Third party Agent,B,4738,dj_3801
10878,B405815,11/11/2020,11/11/2021,5729.73,2020,Third party Agent,B,5730,dj_4398
10879,B405814,11/11/2020,11/11/2021,8166.86,2020,Third party Agent,D,8167,dj_4764
10880,B405813,11/11/2020,11/11/2021,2900.72,2020,Third party Agent,C,2901,dj_5130
10881,B405812,11/11/2020,11/11/2021,3758.21,2020,Third party Agent,C,3758,dj_5496
10882,B405811,11/11/2020,11/11/2021,1981.62,2020,Third party Agent,B,1982,dj_5862
10883,B401777,11/12/2020,11/12/2021,4484.3596,2020,Third party Agent,C,4484,dj_316
10884,B401778,11/12/2020,11/12/2021,7518.137,2020,Third party Agent,D,7518,dj_681
10885,B401779,11/12/2020,11/12/2021,5016.8518,2020,Third party Agent,C,5017,dj_1046
10886,B401776,11/12/2020,11/12/2021,4273.1989,2020,Third party Agent,B,4273,dj_1411
10887,B403834,11/12/2020,11/12/2021,1377.135,2020,Third party Agent,A,1377,dj_2342
10888,B403832,11/12/2020,11/12/2021,2102.4261,2020,Third party Agent,A,2102,dj_2707
10889,B403835,11/12/2020,11/12/2021,7503.8556,2020,Third party Agent,D,7504,dj_3072
10890,B403836,11/12/2020,11/12/2021,3120.4859,2020,Third party Agent,B,3120,dj_3437
10891,B403833,11/12/2020,11/12/2021,4146.7065,2020,Third party Agent,D,4147,dj_3802
10892,B405817,11/12/2020,11/12/2021,7582.07,2020,Third party Agent,D,7582,dj_4399
10893,B405818,11/12/2020,11/12/2021,3504.7,2020,Third party Agent,A,3505,dj_4765
10894,B405820,11/12/2020,11/12/2021,5113.63,2020,Third party Agent,D,5114,dj_5131
10895,B405816,11/12/2020,11/12/2021,9778.82,2020,Third party Agent,D,9779,dj_5497
10896,B405819,11/12/2020,11/12/2021,1832.14,2020,Third party Agent,C,1832,dj_5863
10897,B401784,11/13/2020,11/13/2021,3890.6614,2020,Third party Agent,C,3891,dj_1047
10898,B401781,11/13/2020,11/13/2021,5450.3943,2020,Third party Agent,C,5450,dj_1412
10899,B403838,11/13/2020,11/13/2021,5712.56,2020,Third party Agent,C,5713,dj_2708
10900,B403839,11/13/2020,11/13/2021,4927.083,2020,Third party Agent,D,4927,dj_3073
10901,B403840,11/13/2020,11/13/2021,4426.2139,2020,Third party Agent,B,4426,dj_3438
10902,B403841,11/13/2020,11/13/2021,7275.3532,2020,Third party Agent,D,7275,dj_3803
10903,B405822,11/13/2020,11/13/2021,2766.39,2020,Third party Agent,B,2766,dj_4400
10904,B405823,11/13/2020,11/13/2021,5667.11,2020,Third party Agent,D,5667,dj_4766
10905,B405825,11/13/2020,11/13/2021,2938.09,2020,Third party Agent,B,2938,dj_5132
10906,B405821,11/13/2020,11/13/2021,3897.59,2020,Third party Agent,B,3898,dj_5498
10907,B405824,11/13/2020,11/13/2021,3605.7,2020,Third party Agent,C,3606,dj_5864
10908,B401790,11/14/2020,11/14/2021,1961.6523,2020,Third party Agent,D,1962,dj_318
10909,B401789,11/14/2020,11/14/2021,3324.5059,2020,Third party Agent,D,3325,dj_683
10910,B403845,11/14/2020,11/14/2021,4996.4498,2020,Third party Agent,C,4996,dj_2344
10911,B403846,11/14/2020,11/14/2021,2427.838,2020,Third party Agent,B,2428,dj_2709
10912,B403842,11/14/2020,11/14/2021,4895.4599,2020,Third party Agent,B,4895,dj_3074
10913,B403843,11/14/2020,11/14/2021,5060.7161,2020,Third party Agent,B,5061,dj_3439
10914,B403844,11/14/2020,11/14/2021,1562.7932,2020,Third party Agent,B,1563,dj_3804
10915,B405826,11/14/2020,11/14/2021,2716.9,2020,Third party Agent,A,2717,dj_4401
10916,B405828,11/14/2020,11/14/2021,2443.19,2020,Third party Agent,C,2443,dj_4767
10917,B405829,11/14/2020,11/14/2021,5471.17,2020,Third party Agent,B,5471,dj_5133
10918,B405830,11/14/2020,11/14/2021,3699.63,2020,Third party Agent,A,3700,dj_5499
10919,B405827,11/14/2020,11/14/2021,2490.66,2020,Third party Agent,D,2491,dj_5865
10920,B401793,11/15/2020,11/15/2021,2634.9183,2020,Third party Agent,A,2635,dj_319
10921,B401795,11/15/2020,11/15/2021,3497.9229,2020,Third party Agent,C,3498,dj_684
10922,B401791,11/15/2020,11/15/2021,5381.0275,2020,Third party Agent,B,5381,dj_1414
10923,B401792,11/15/2020,11/15/2021,4378.2692,2020,Third party Agent,C,4378,dj_1779
10924,B403850,11/15/2020,11/15/2021,5713.5801,2020,Third party Agent,D,5714,dj_2710
10925,B403851,11/15/2020,11/15/2021,3599.9329,2020,Third party Agent,B,3600,dj_3075
10926,B403848,11/15/2020,11/15/2021,2803.2348,2020,Third party Agent,C,2803,dj_3440
10927,B403849,11/15/2020,11/15/2021,3316.3451,2020,Third party Agent,A,3316,dj_3805
10928,B405831,11/15/2020,11/15/2021,2290.68,2020,Third party Agent,B,2291,dj_4402
10929,B405833,11/15/2020,11/15/2021,3489.55,2020,Third party Agent,D,3490,dj_4768
10930,B405835,11/15/2020,11/15/2021,4271.29,2020,Third party Agent,D,4271,dj_5134
10931,B405832,11/15/2020,11/15/2021,1882.64,2020,Third party Agent,A,1883,dj_5500
10932,B405834,11/15/2020,11/15/2021,3986.47,2020,Third party Agent,B,3986,dj_5866
10933,B401799,11/16/2020,11/16/2021,4405.8119,2020,Third party Agent,C,4406,dj_685
10934,B401800,11/16/2020,11/16/2021,1791.2956,2020,Third party Agent,A,1791,dj_1050
10935,B401797,11/16/2020,11/16/2021,2208.5165,2020,Third party Agent,B,2209,dj_1780
10936,B403853,11/16/2020,11/16/2021,5778.8665,2020,Third party Agent,C,5779,dj_2346
10937,B403854,11/16/2020,11/16/2021,3493.8425,2020,Third party Agent,D,3494,dj_2711
10938,B403852,11/16/2020,11/16/2021,2839.9584,2020,Third party Agent,A,2840,dj_3076
10939,B403855,11/16/2020,11/16/2021,5832.9318,2020,Third party Agent,C,5833,dj_3441
10940,B403856,11/16/2020,11/16/2021,1821.8986,2020,Third party Agent,A,1822,dj_3806
10941,B405839,11/16/2020,11/16/2021,2190.69,2020,Third party Agent,C,2191,dj_4403
10942,B405836,11/16/2020,11/16/2021,4105.65,2020,Third party Agent,D,4106,dj_4769
10943,B405837,11/16/2020,11/16/2021,7194.23,2020,Third party Agent,D,7194,dj_5135
10944,B405838,11/16/2020,11/16/2021,1561.46,2020,Third party Agent,C,1561,dj_5501
10945,B405840,11/16/2020,11/16/2021,4299.57,2020,Third party Agent,C,4300,dj_5867
10946,B401804,11/17/2020,11/17/2021,5386.128,2020,Third party Agent,B,5386,dj_321
10947,B401805,11/17/2020,11/17/2021,2644.0992,2020,Third party Agent,B,2644,dj_686
10948,B401801,11/17/2020,11/17/2021,2819.5564,2020,Third party Agent,A,2820,dj_1051
10949,B401802,11/17/2020,11/17/2021,4895.4599,2020,Third party Agent,D,4895,dj_1416
10950,B401803,11/17/2020,11/17/2021,4680.2188,2020,Third party Agent,B,4680,dj_1781
10951,B403860,11/17/2020,11/17/2021,4323.1838,2020,Third party Agent,C,4323,dj_2347
10952,B403861,11/17/2020,11/17/2021,2661.4409,2020,Third party Agent,C,2661,dj_2712
10953,B403857,11/17/2020,11/17/2021,1342.4516,2020,Third party Agent,A,1342,dj_3077
10954,B403858,11/17/2020,11/17/2021,2272.7828,2020,Third party Agent,A,2273,dj_3442
10955,B403859,11/17/2020,11/17/2021,5911.4795,2020,Third party Agent,B,5911,dj_3807
10956,B405842,11/17/2020,11/17/2021,5388.35,2020,Third party Agent,C,5388,dj_4404
10957,B405845,11/17/2020,11/17/2021,5916.58,2020,Third party Agent,B,5917,dj_4770
10958,B405844,11/17/2020,11/17/2021,2943.14,2020,Third party Agent,B,2943,dj_5136
10959,B405843,11/17/2020,11/17/2021,2949.2,2020,Third party Agent,C,2949,dj_5502
10960,B405841,11/17/2020,11/17/2021,3803.66,2020,Third party Agent,D,3804,dj_5868
10961,B401810,11/18/2020,11/18/2021,2325.828,2020,Third party Agent,D,2326,dj_322
10962,B401809,11/18/2020,11/18/2021,2280.9436,2020,Third party Agent,C,2281,dj_1052
10963,B401806,11/18/2020,11/18/2021,4517.0028,2020,Third party Agent,B,4517,dj_1417
10964,B401807,11/18/2020,11/18/2021,4409.8923,2020,Third party Agent,B,4410,dj_1782
10965,B403865,11/18/2020,11/18/2021,5833.9519,2020,Third party Agent,B,5834,dj_2348
10966,B403862,11/18/2020,11/18/2021,1757.6323,2020,Third party Agent,C,1758,dj_2713
10967,B403863,11/18/2020,11/18/2021,3659.0987,2020,Third party Agent,D,3659,dj_3078
10968,B403864,11/18/2020,11/18/2021,2981.7523,2020,Third party Agent,A,2982,dj_3443
10969,B403866,11/18/2020,11/18/2021,3232.6969,2020,Third party Agent,A,3233,dj_3808
10970,B405850,11/18/2020,11/18/2021,5053.03,2020,Third party Agent,D,5053,dj_4405
10971,B405849,11/18/2020,11/18/2021,5199.48,2020,Third party Agent,C,5199,dj_4771
10972,B405846,11/18/2020,11/18/2021,6799.32,2020,Third party Agent,D,6799,dj_5137
10973,B405847,11/18/2020,11/18/2021,2132.11,2020,Third party Agent,A,2132,dj_5503
10974,B405848,11/18/2020,11/18/2021,4037.98,2020,Third party Agent,C,4038,dj_5869
10975,B401815,11/19/2020,11/19/2021,3393.8727,2020,Third party Agent,B,3394,dj_688
10976,B401814,11/19/2020,11/19/2021,3329.6064,2020,Third party Agent,A,3330,dj_1783
10977,B403869,11/19/2020,11/19/2021,3730.5057,2020,Third party Agent,C,3731,dj_2349
10978,B403870,11/19/2020,11/19/2021,9067.6689,2020,Third party Agent,D,9068,dj_2714
10979,B403867,11/19/2020,11/19/2021,3981.4503,2020,Third party Agent,B,3981,dj_3079
10980,B403868,11/19/2020,11/19/2021,4962.7865,2020,Third party Agent,C,4963,dj_3444
10981,B403871,11/19/2020,11/19/2021,2382.9536,2020,Third party Agent,C,2383,dj_3809
10982,B405854,11/19/2020,11/19/2021,3519.85,2020,Third party Agent,B,3520,dj_4406
10983,B405851,11/19/2020,11/19/2021,2975.46,2020,Third party Agent,B,2975,dj_4772
10984,B405853,11/19/2020,11/19/2021,5717.61,2020,Third party Agent,D,5718,dj_5138
10985,B405852,11/19/2020,11/19/2021,3251.19,2020,Third party Agent,D,3251,dj_5504
10986,B405855,11/19/2020,11/19/2021,4491.47,2020,Third party Agent,C,4491,dj_5870
10987,B401819,11/20/2020,11/20/2021,3308.1843,2020,Third party Agent,A,3308,dj_324
10988,B401816,11/20/2020,11/20/2021,4297.6813,2020,Third party Agent,C,4298,dj_1054
10989,B401817,11/20/2020,11/20/2021,8174.0613,2020,Third party Agent,D,8174,dj_1419
10990,B401818,11/20/2020,11/20/2021,4191.5909,2020,Third party Agent,B,4192,dj_1784
10991,B403872,11/20/2020,11/20/2021,4616.9726,2020,Third party Agent,C,4617,dj_2350
10992,B403873,11/20/2020,11/20/2021,5629.9319,2020,Third party Agent,B,5630,dj_2715
10993,B403875,11/20/2020,11/20/2021,4271.1587,2020,Third party Agent,D,4271,dj_3080
10994,B403876,11/20/2020,11/20/2021,4689.3997,2020,Third party Agent,D,4689,dj_3445
10995,B403874,11/20/2020,11/20/2021,2086.1045,2020,Third party Agent,C,2086,dj_3810
10996,B405856,11/20/2020,11/20/2021,2655.29,2020,Third party Agent,C,2655,dj_4407
10997,B405859,11/20/2020,11/20/2021,1649.33,2020,Third party Agent,A,1649,dj_4773
10998,B405860,11/20/2020,11/20/2021,2090.7,2020,Third party Agent,C,2091,dj_5139
10999,B405857,11/20/2020,11/20/2021,4019.8,2020,Third party Agent,B,4020,dj_5505
11000,B405858,11/20/2020,11/20/2021,3255.23,2020,Third party Agent,A,3255,dj_5871
11001,B401821,11/21/2020,11/21/2021,4050.8171,2020,Third party Agent,B,4051,dj_1420
11002,B401824,11/21/2020,11/21/2021,4784.269,2020,Third party Agent,B,4784,dj_1785
11003,B403880,11/21/2020,11/21/2021,5877.8162,2020,Third party Agent,B,5878,dj_2351
11004,B403877,11/21/2020,11/21/2021,2138.1296,2020,Third party Agent,A,2138,dj_2716
11005,B403878,11/21/2020,11/21/2021,3021.5362,2020,Third party Agent,B,3022,dj_3081
11006,B403881,11/21/2020,11/21/2021,5410.6104,2020,Third party Agent,C,5411,dj_3446
11007,B403879,11/21/2020,11/21/2021,6618.4088,2020,Third party Agent,D,6618,dj_3811
11008,B405861,11/21/2020,11/21/2021,4002.63,2020,Third party Agent,D,4003,dj_4408
11009,B405863,11/21/2020,11/21/2021,6239.78,2020,Third party Agent,D,6240,dj_4774
11010,B405864,11/21/2020,11/21/2021,3569.34,2020,Third party Agent,C,3569,dj_5140
11011,B405865,11/21/2020,11/21/2021,1310.98,2020,Third party Agent,A,1311,dj_5506
11012,B405862,11/21/2020,11/21/2021,1517.02,2020,Third party Agent,B,1517,dj_5872
11013,B401830,11/22/2020,11/22/2021,3366.33,2020,Third party Agent,C,3366,dj_326
11014,B401827,11/22/2020,11/22/2021,4866.8971,2020,Third party Agent,D,4867,dj_691
11015,B401826,11/22/2020,11/22/2021,5214.7512,2020,Third party Agent,C,5215,dj_1421
11016,B403884,11/22/2020,11/22/2021,4965.8468,2020,Third party Agent,D,4966,dj_2352
11017,B403882,11/22/2020,11/22/2021,3557.0887,2020,Third party Agent,B,3557,dj_3082
11018,B403886,11/22/2020,11/22/2021,4307.8823,2020,Third party Agent,C,4308,dj_3447
11019,B403883,11/22/2020,11/22/2021,5133.1432,2020,Third party Agent,C,5133,dj_3812
11020,B405867,11/22/2020,11/22/2021,7986.07,2020,Third party Agent,D,7986,dj_4409
11021,B405866,11/22/2020,11/22/2021,3175.44,2020,Third party Agent,B,3175,dj_4775
11022,B405870,11/22/2020,11/22/2021,5099.49,2020,Third party Agent,C,5099,dj_5141
11023,B405869,11/22/2020,11/22/2021,7946.68,2020,Third party Agent,D,7947,dj_5507
11024,B405868,11/22/2020,11/22/2021,4950.01,2020,Third party Agent,B,4950,dj_5873
11025,B401833,11/23/2020,11/23/2021,1950.4312,2020,Third party Agent,A,1950,dj_327
11026,B401831,11/23/2020,11/23/2021,3626.4555,2020,Third party Agent,D,3626,dj_1057
11027,B401832,11/23/2020,11/23/2021,3492.8224,2020,Third party Agent,B,3493,dj_1422
11028,B401834,11/23/2020,11/23/2021,5400.4094,2020,Third party Agent,D,5400,dj_1787
11029,B403891,11/23/2020,11/23/2021,3810.0735,2020,Third party Agent,A,3810,dj_2718
11030,B403887,11/23/2020,11/23/2021,1265.9441,2020,Third party Agent,A,1266,dj_3083
11031,B403888,11/23/2020,11/23/2021,2202.3959,2020,Third party Agent,A,2202,dj_3448
11032,B403889,11/23/2020,11/23/2021,8245.4683,2020,Third party Agent,D,8245,dj_3813
11033,B405872,11/23/2020,11/23/2021,3105.75,2020,Third party Agent,A,3106,dj_4410
11034,B405874,11/23/2020,11/23/2021,1294.82,2020,Third party Agent,A,1295,dj_4776
11035,B405871,11/23/2020,11/23/2021,4789.42,2020,Third party Agent,B,4789,dj_5142
11036,B405875,11/23/2020,11/23/2021,5411.58,2020,Third party Agent,B,5412,dj_5508
11037,B405873,11/23/2020,11/23/2021,3207.76,2020,Third party Agent,A,3208,dj_5874
11038,B401836,11/24/2020,11/24/2021,1352.6526,2020,Third party Agent,A,1353,dj_1423
11039,B401840,11/24/2020,11/24/2021,9351.2567,2020,Third party Agent,D,9351,dj_1788
11040,B403892,11/24/2020,11/24/2021,3474.4606,2020,Third party Agent,A,3474,dj_2719
11041,B403894,11/24/2020,11/24/2021,3701.9429,2020,Third party Agent,A,3702,dj_3084
11042,B403895,11/24/2020,11/24/2021,4474.1586,2020,Third party Agent,C,4474,dj_3449
11043,B403896,11/24/2020,11/24/2021,4869.9574,2020,Third party Agent,D,4870,dj_3814
11044,B405879,11/24/2020,11/24/2021,8693.07,2020,Third party Agent,D,8693,dj_4411
11045,B405876,11/24/2020,11/24/2021,5719.63,2020,Third party Agent,D,5720,dj_4777
11046,B405880,11/24/2020,11/24/2021,1662.46,2020,Third party Agent,D,1662,dj_5143
11047,B405878,11/24/2020,11/24/2021,4496.52,2020,Third party Agent,D,4497,dj_5509
11048,B405877,11/24/2020,11/24/2021,1851.33,2020,Third party Agent,D,1851,dj_5875
11049,B401842,11/25/2020,11/25/2021,5473.8566,2020,Third party Agent,B,5474,dj_329
11050,B401843,11/25/2020,11/25/2021,3222.4959,2020,Third party Agent,A,3222,dj_1059
11051,B401841,11/25/2020,11/25/2021,1980.0141,2020,Third party Agent,A,1980,dj_1424
11052,B401844,11/25/2020,11/25/2021,1995.3156,2020,Third party Agent,A,1995,dj_1789
11053,B403897,11/25/2020,11/25/2021,2216.6773,2020,Third party Agent,C,2217,dj_2355
11054,B403898,11/25/2020,11/25/2021,7738.4786,2020,Third party Agent,D,7738,dj_2720
11055,B403899,11/25/2020,11/25/2021,3019.496,2020,Third party Agent,D,3019,dj_3085
11056,B403900,11/25/2020,11/25/2021,7423.2677,2020,Third party Agent,D,7423,dj_3450
11057,B403901,11/25/2020,11/25/2021,5679.9168,2020,Third party Agent,B,5680,dj_3815
11058,B405881,11/25/2020,11/25/2021,9172.82,2020,Third party Agent,D,9173,dj_4412
11059,B405883,11/25/2020,11/25/2021,1530.15,2020,Third party Agent,A,1530,dj_4778
11060,B405882,11/25/2020,11/25/2021,1929.1,2020,Third party Agent,A,1929,dj_5144
11061,B405884,11/25/2020,11/25/2021,3270.38,2020,Third party Agent,D,3270,dj_5510
11062,B405885,11/25/2020,11/25/2021,3378.45,2020,Third party Agent,B,3378,dj_5876
11063,B401849,11/26/2020,11/26/2021,1919.8282,2020,Third party Agent,A,1920,dj_695
11064,B401846,11/26/2020,11/26/2021,3494.8626,2020,Third party Agent,B,3495,dj_1060
11065,B401847,11/26/2020,11/26/2021,2100.3859,2020,Third party Agent,C,2100,dj_1425
11066,B401848,11/26/2020,11/26/2021,3254.119,2020,Third party Agent,A,3254,dj_1790
11067,B403902,11/26/2020,11/26/2021,2207.4964,2020,Third party Agent,A,2207,dj_2721
11068,B403903,11/26/2020,11/26/2021,3553.0083,2020,Third party Agent,A,3553,dj_3086
11069,B403904,11/26/2020,11/26/2021,1734.17,2020,Third party Agent,C,1734,dj_3451
11070,B403905,11/26/2020,11/26/2021,3132.7271,2020,Third party Agent,B,3133,dj_3816
11071,B405889,11/26/2020,11/26/2021,3927.89,2020,Third party Agent,C,3928,dj_4413
11072,B405887,11/26/2020,11/26/2021,4097.57,2020,Third party Agent,D,4098,dj_4779
11073,B405890,11/26/2020,11/26/2021,5856.99,2020,Third party Agent,B,5857,dj_5145
11074,B405888,11/26/2020,11/26/2021,2778.51,2020,Third party Agent,A,2779,dj_5511
11075,B405886,11/26/2020,11/26/2021,2748.21,2020,Third party Agent,A,2748,dj_5877
11076,B401853,11/27/2020,11/27/2021,5163.7462,2020,Third party Agent,B,5164,dj_331
11077,B401854,11/27/2020,11/27/2021,4953.6056,2020,Third party Agent,B,4954,dj_1061
11078,B401851,11/27/2020,11/27/2021,5620.751,2020,Third party Agent,D,5621,dj_1426
11079,B403907,11/27/2020,11/27/2021,5163.7462,2020,Third party Agent,C,5164,dj_2357
11080,B403908,11/27/2020,11/27/2021,5018.892,2020,Third party Agent,C,5019,dj_2722
11081,B403910,11/27/2020,11/27/2021,8760.6188,2020,Third party Agent,D,8761,dj_3087
11082,B403911,11/27/2020,11/27/2021,1383.2556,2020,Third party Agent,A,1383,dj_3452
11083,B403909,11/27/2020,11/27/2021,3510.1641,2020,Third party Agent,A,3510,dj_3817
11084,B405893,11/27/2020,11/27/2021,1580.65,2020,Third party Agent,C,1581,dj_4414
11085,B405891,11/27/2020,11/27/2021,1638.22,2020,Third party Agent,D,1638,dj_4780
11086,B405895,11/27/2020,11/27/2021,4028.89,2020,Third party Agent,A,4029,dj_5146
11087,B405892,11/27/2020,11/27/2021,5669.13,2020,Third party Agent,B,5669,dj_5512
11088,B405894,11/27/2020,11/27/2021,5906.48,2020,Third party Agent,D,5906,dj_5878
11089,B401858,11/28/2020,11/28/2021,7606.8857,2020,Third party Agent,D,7607,dj_332
11090,B401859,11/28/2020,11/28/2021,8176.1015,2020,Third party Agent,D,8176,dj_697
11091,B401860,11/28/2020,11/28/2021,2055.5015,2020,Third party Agent,B,2056,dj_1062
11092,B401856,11/28/2020,11/28/2021,3418.3551,2020,Third party Agent,C,3418,dj_1427
11093,B401857,11/28/2020,11/28/2021,2857.3001,2020,Third party Agent,D,2857,dj_1792
11094,B403913,11/28/2020,11/28/2021,8650.448,2020,Third party Agent,D,8650,dj_2358
11095,B403914,11/28/2020,11/28/2021,1670.9238,2020,Third party Agent,A,1671,dj_2723
11096,B403915,11/28/2020,11/28/2021,4498.641,2020,Third party Agent,B,4499,dj_3088
11097,B403912,11/28/2020,11/28/2021,4283.3999,2020,Third party Agent,C,4283,dj_3453
11098,B403916,11/28/2020,11/28/2021,5612.5902,2020,Third party Agent,C,5613,dj_3818
11099,B405896,11/28/2020,11/28/2021,3480.46,2020,Third party Agent,D,3480,dj_4415
11100,B405898,11/28/2020,11/28/2021,6121.61,2020,Third party Agent,D,6122,dj_4781
11101,B405897,11/28/2020,11/28/2021,1608.93,2020,Third party Agent,B,1609,dj_5147
11102,B405900,11/28/2020,11/28/2021,3725.89,2020,Third party Agent,A,3726,dj_5513
11103,B405899,11/28/2020,11/28/2021,3237.05,2020,Third party Agent,C,3237,dj_5879
11104,B401864,11/29/2020,11/29/2021,2812.4157,2020,Third party Agent,D,2812,dj_333
11105,B401865,11/29/2020,11/29/2021,5916.58,2020,Third party Agent,B,5917,dj_698
11106,B401861,11/29/2020,11/29/2021,2186.0743,2020,Third party Agent,B,2186,dj_1063
11107,B401862,11/29/2020,11/29/2021,1995.3156,2020,Third party Agent,C,1995,dj_1428
11108,B401863,11/29/2020,11/29/2021,2005.5166,2020,Third party Agent,A,2006,dj_1793
11109,B403917,11/29/2020,11/29/2021,5496.2988,2020,Third party Agent,C,5496,dj_2359
11110,B403918,11/29/2020,11/29/2021,4289.5205,2020,Third party Agent,C,4290,dj_3089
11111,B403919,11/29/2020,11/29/2021,1910.6473,2020,Third party Agent,A,1911,dj_3454
11112,B403920,11/29/2020,11/29/2021,1736.2102,2020,Third party Agent,A,1736,dj_3819
11113,B405905,11/29/2020,11/29/2021,2352.29,2020,Third party Agent,B,2352,dj_4416
11114,B405902,11/29/2020,11/29/2021,8327.45,2020,Third party Agent,D,8327,dj_4782
11115,B405904,11/29/2020,11/29/2021,1322.09,2020,Third party Agent,A,1322,dj_5148
11116,B405901,11/29/2020,11/29/2021,6786.19,2020,Third party Agent,D,6786,dj_5514
11117,B405903,11/29/2020,11/29/2021,3561.26,2020,Third party Agent,B,3561,dj_5880
11118,B401870,11/30/2020,11/30/2021,6733.6801,2020,Third party Agent,D,6734,dj_334
11119,B401869,11/30/2020,11/30/2021,3367.3501,2020,Third party Agent,A,3367,dj_1064
11120,B401866,11/30/2020,11/30/2021,5550.3641,2020,Third party Agent,C,5550,dj_1429
11121,B401867,11/30/2020,11/30/2021,1631.1399,2020,Third party Agent,A,1631,dj_1794
11122,B403922,11/30/2020,11/30/2021,7734.3982,2020,Third party Agent,D,7734,dj_2360
11123,B403923,11/30/2020,11/30/2021,8188.3427,2020,Third party Agent,D,8188,dj_2725
11124,B403926,11/30/2020,11/30/2021,5498.339,2020,Third party Agent,C,5498,dj_3090
11125,B403924,11/30/2020,11/30/2021,1571.9741,2020,Third party Agent,B,1572,dj_3455
11126,B403925,11/30/2020,11/30/2021,5246.3743,2020,Third party Agent,C,5246,dj_3820
11127,B405910,11/30/2020,11/30/2021,2137.16,2020,Third party Agent,A,2137,dj_4417
11128,B405908,11/30/2020,11/30/2021,4788.41,2020,Third party Agent,B,4788,dj_4783
11129,B405909,11/30/2020,11/30/2021,2001.82,2020,Third party Agent,B,2002,dj_5149
11130,B405906,11/30/2020,11/30/2021,3509.75,2020,Third party Agent,B,3510,dj_5515
11131,B405907,11/30/2020,11/30/2021,3149.18,2020,Third party Agent,C,3149,dj_5881
11132,B401872,12/1/2020,12/1/2021,2215.6572,2020,Third party Agent,B,2216,dj_335
11133,B401875,12/1/2020,12/1/2021,3874.3398,2020,Third party Agent,A,3874,dj_700
11134,B401873,12/1/2020,12/1/2021,2830.7775,2020,Third party Agent,B,2831,dj_1065
11135,B401871,12/1/2020,12/1/2021,3496.9028,2020,Third party Agent,B,3497,dj_1430
11136,B401874,12/1/2020,12/1/2021,2015.7176,2020,Third party Agent,A,2016,dj_1795
11137,B403927,12/1/2020,12/1/2021,3421.4154,2020,Third party Agent,B,3421,dj_2361
11138,B403928,12/1/2020,12/1/2021,1627.0595,2020,Third party Agent,A,1627,dj_2726
11139,B403929,12/1/2020,12/1/2021,4477.2189,2020,Third party Agent,C,4477,dj_3091
11140,B403930,12/1/2020,12/1/2021,2224.8381,2020,Third party Agent,C,2225,dj_3456
11141,B403931,12/1/2020,12/1/2021,8207.7246,2020,Third party Agent,D,8208,dj_3821
11142,B405914,12/1/2020,12/1/2021,1715.99,2020,Third party Agent,C,1716,dj_4418
11143,B405911,12/1/2020,12/1/2021,5603.48,2020,Third party Agent,C,5603,dj_4784
11144,B405912,12/1/2020,12/1/2021,3374.41,2020,Third party Agent,D,3374,dj_5150
11145,B405915,12/1/2020,12/1/2021,2966.37,2020,Third party Agent,D,2966,dj_5516
11146,B405913,12/1/2020,12/1/2021,3587.52,2020,Third party Agent,C,3588,dj_5882
11147,B401878,12/2/2020,12/2/2021,3236.7773,2020,Third party Agent,A,3237,dj_336
11148,B401879,12/2/2020,12/2/2021,3559.1289,2020,Third party Agent,A,3559,dj_701
11149,B401876,12/2/2020,12/2/2021,5671.756,2020,Third party Agent,C,5672,dj_1066
11150,B401877,12/2/2020,12/2/2021,2561.4711,2020,Third party Agent,A,2561,dj_1431
11151,B401880,12/2/2020,12/2/2021,3955.9478,2020,Third party Agent,B,3956,dj_1796
11152,B403933,12/2/2020,12/2/2021,4421.1134,2020,Third party Agent,D,4421,dj_2727
11153,B403934,12/2/2020,12/2/2021,5139.2638,2020,Third party Agent,B,5139,dj_3092
11154,B403936,12/2/2020,12/2/2021,2729.7876,2020,Third party Agent,A,2730,dj_3457
11155,B403935,12/2/2020,12/2/2021,3196.9934,2020,Third party Agent,B,3197,dj_3822
11156,B405917,12/2/2020,12/2/2021,1784.67,2020,Third party Agent,A,1785,dj_4419
11157,B405919,12/2/2020,12/2/2021,4519.75,2020,Third party Agent,C,4520,dj_4785
11158,B405920,12/2/2020,12/2/2021,4496.52,2020,Third party Agent,C,4497,dj_5151
11159,B405916,12/2/2020,12/2/2021,2086.66,2020,Third party Agent,D,2087,dj_5517
11160,B405918,12/2/2020,12/2/2021,2192.71,2020,Third party Agent,C,2193,dj_5883
11161,B401885,12/3/2020,12/3/2021,4812.8318,2020,Third party Agent,B,4813,dj_702
11162,B401884,12/3/2020,12/3/2021,7916.9961,2020,Third party Agent,D,7917,dj_1432
11163,B401881,12/3/2020,12/3/2021,3066.4206,2020,Third party Agent,D,3066,dj_1797
11164,B403939,12/3/2020,12/3/2021,3459.1591,2020,Third party Agent,A,3459,dj_2363
11165,B403937,12/3/2020,12/3/2021,2848.1192,2020,Third party Agent,A,2848,dj_2728
