Complaint id,Complaint file date,Complaint resolution date,Complaint resolution time,Complaint communication channel,Customer id
3443,6/3/2021,7/9/2021,36,Web portal,dj_4967
3444,6/4/2021,9/6/2021,94,Web portal,dj_5700
3445,6/4/2021,9/9/2021,97,Call,dj_4602
3446,6/5/2021,7/5/2021,30,Web portal,dj_6584
3447,6/6/2021,8/14/2021,69,Web portal,dj_5334
3448,6/6/2021,9/14/2021,100,Web portal,dj_4004
3449,6/5/2021,7/3/2021,28,Web portal,dj_518
3450,6/4/2021,9/21/2021,109,Web portal,dj_4005
3451,6/6/2021,9/13/2021,99,Web portal,dj_1614
3452,6/7/2021,6/23/2021,16,Web portal,dj_519
3453,6/5/2021,6/28/2021,23,Call,dj_7315
3454,6/5/2021,8/4/2021,60,Call,dj_5335
3455,6/7/2021,7/6/2021,29,Web portal,dj_3275
3456,6/6/2021,7/24/2021,48,Call,dj_520
3457,6/7/2021,9/1/2021,86,Web portal,dj_1615
3458,6/5/2021,9/2/2021,89,Call,dj_1980
3459,6/5/2021,8/12/2021,68,Web portal,dj_3276
3460,6/6/2021,7/13/2021,37,Call,dj_2911
3461,6/7/2021,8/22/2021,76,Call,dj_4238
3462,6/6/2021,10/3/2021,119,Call,dj_4007
3463,6/7/2021,6/29/2021,22,Call,dj_6952
3464,6/7/2021,10/3/2021,118,Web portal,dj_3277
3465,6/9/2021,9/13/2021,96,Call,dj_521
3466,6/9/2021,6/25/2021,16,Call,dj_6222
3467,6/7/2021,7/4/2021,27,Call,dj_1251
3468,6/8/2021,9/14/2021,98,Web portal,dj_7317
3469,6/10/2021,8/24/2021,75,Call,dj_5338
3470,6/8/2021,8/24/2021,77,Web portal,dj_3643
3471,6/10/2021,8/8/2021,59,Web portal,dj_7318
3472,6/8/2021,9/28/2021,112,Call,dj_523
3473,6/9/2021,7/11/2021,32,Call,dj_2184
3474,6/11/2021,9/12/2021,93,Call,dj_3279
3475,6/9/2021,9/6/2021,89,Call,dj_6589
3476,6/9/2021,9/29/2021,112,Call,dj_1619
3477,6/10/2021,7/15/2021,35,Web portal,dj_5340
3478,6/9/2021,7/6/2021,27,Call,dj_1984
3479,6/11/2021,8/22/2021,72,Web portal,dj_5706
3480,6/12/2021,7/22/2021,40,Call,dj_1985
3481,6/13/2021,7/30/2021,47,Web portal,dj_1255
3482,6/14/2021,9/24/2021,102,Call,dj_4012
3483,6/11/2021,7/25/2021,44,Web portal,dj_4976
3484,6/11/2021,8/6/2021,56,Call,dj_2552
3485,6/11/2021,9/13/2021,94,Web portal,dj_6957
3486,6/13/2021,9/17/2021,96,Web portal,dj_4244
3487,6/13/2021,9/26/2021,105,Call,dj_7323
3488,6/12/2021,8/1/2021,50,Call,dj_5709
3489,6/15/2021,8/8/2021,54,Call,dj_5343
3490,6/16/2021,8/7/2021,52,Call,dj_7324
3491,6/16/2021,10/9/2021,115,Web portal,dj_5710
3492,6/13/2021,7/26/2021,43,Call,dj_1988
3493,6/16/2021,8/20/2021,65,Web portal,dj_7325
3494,6/15/2021,9/3/2021,80,Call,dj_1625
3495,6/18/2021,8/22/2021,65,Call,dj_5712
3496,6/17/2021,9/10/2021,85,Web portal,dj_3651
3497,6/18/2021,10/13/2021,117,Call,dj_7326
3498,6/16/2021,10/6/2021,112,Web portal,dj_7327
3499,6/17/2021,8/5/2021,49,Web portal,dj_896
3500,6/18/2021,10/7/2021,111,Call,dj_6962
3501,6/17/2021,9/30/2021,105,Call,dj_4018
3502,6/18/2021,7/8/2021,20,Web portal,dj_2923
3503,6/19/2021,8/28/2021,70,Call,dj_2193
3504,6/17/2021,8/19/2021,63,Web portal,dj_1627
3505,6/20/2021,7/27/2021,37,Web portal,dj_5714
3506,6/20/2021,9/4/2021,76,Call,dj_4019
3507,6/20/2021,8/4/2021,45,Web portal,dj_5349
3508,6/20/2021,7/17/2021,27,Call,dj_3289
3509,6/21/2021,8/24/2021,64,Call,dj_1263
3510,6/19/2021,7/9/2021,20,Call,dj_5716
3511,6/20/2021,10/13/2021,115,Web portal,dj_1994
3512,6/20/2021,9/11/2021,83,Call,dj_5350
3513,6/20/2021,8/21/2021,62,Web portal,dj_1264
3514,6/20/2021,7/19/2021,29,Call,dj_7331
3515,6/21/2021,9/2/2021,73,Call,dj_6236
3516,6/21/2021,10/11/2021,112,Call,dj_5717
3517,6/23/2021,10/19/2021,118,Call,dj_4985
3518,6/21/2021,7/19/2021,28,Web portal,dj_4253
3519,6/21/2021,7/7/2021,16,Web portal,dj_5351
3520,6/22/2021,9/20/2021,90,Call,dj_4021
3521,6/22/2021,9/13/2021,83,Call,dj_4022
3522,6/23/2021,9/30/2021,99,Call,dj_901
3523,6/23/2021,9/22/2021,91,Call,dj_3292
3524,6/24/2021,8/9/2021,46,Web portal,dj_6238
3525,6/24/2021,8/14/2021,51,Call,dj_7333
3526,6/23/2021,8/11/2021,49,Web portal,dj_7334
3527,6/25/2021,9/16/2021,83,Call,dj_3659
3528,6/24/2021,10/3/2021,101,Web portal,dj_1633
3529,6/24/2021,7/10/2021,16,Call,dj_4622
3530,6/25/2021,8/6/2021,42,Call,dj_5720
3531,6/25/2021,7/31/2021,36,Call,dj_1998
3532,6/26/2021,8/21/2021,56,Web portal,dj_3660
3533,6/27/2021,9/28/2021,93,Web portal,dj_7335
3534,6/27/2021,8/13/2021,47,Web portal,dj_6970
3535,6/27/2021,9/21/2021,86,Call,dj_3661
3536,6/27/2021,7/30/2021,33,Call,dj_1270
3537,6/28/2021,7/13/2021,15,Call,dj_4990
3538,6/28/2021,10/12/2021,106,Web portal,dj_7337
3539,6/28/2021,10/9/2021,103,Call,dj_3662
3540,6/28/2021,10/13/2021,107,Web portal,dj_5724
3541,7/1/2021,9/5/2021,66,Call,dj_6244
3542,6/28/2021,10/14/2021,108,Web portal,dj_4627
3543,7/1/2021,9/3/2021,64,Call,dj_4993
3544,6/30/2021,7/22/2021,22,Web portal,dj_6245
3545,7/1/2021,7/16/2021,15,Call,dj_4628
3546,7/1/2021,10/19/2021,110,Web portal,dj_5726
3547,7/2/2021,7/17/2021,15,Web portal,dj_5360
3548,6/29/2021,8/13/2021,45,Web portal,dj_6975
3549,7/2/2021,7/27/2021,25,Call,dj_1639
3550,7/2/2021,9/12/2021,72,Web portal,dj_3665
3551,6/30/2021,9/4/2021,66,Web portal,dj_6976
3552,7/1/2021,10/20/2021,111,Web portal,dj_5361
3553,7/1/2021,7/16/2021,15,Web portal,dj_2005
3554,7/3/2021,9/7/2021,66,Call,dj_4629
3555,7/4/2021,8/3/2021,30,Call,dj_6612
3556,7/1/2021,8/8/2021,38,Web portal,dj_4032
3557,7/4/2021,8/11/2021,38,Web portal,dj_6978
3558,7/3/2021,8/2/2021,30,Web portal,dj_5729
3559,7/4/2021,9/28/2021,86,Call,dj_4034
3560,7/4/2021,8/22/2021,49,Call,dj_3669
3561,7/4/2021,8/24/2021,51,Call,dj_4632
3562,7/4/2021,10/18/2021,106,Call,dj_5731
3563,7/5/2021,10/21/2021,108,Call,dj_549
3564,7/4/2021,10/26/2021,114,Web portal,dj_5365
3565,7/5/2021,9/19/2021,76,Web portal,dj_2940
3566,7/6/2021,9/25/2021,81,Web portal,dj_7345
3567,7/6/2021,8/4/2021,29,Web portal,dj_2009
3568,7/6/2021,8/28/2021,53,Web portal,dj_6980
3569,7/5/2021,10/30/2021,117,Web portal,dj_6616
3570,7/6/2021,10/29/2021,115,Call,dj_6251
3571,7/7/2021,8/19/2021,43,Call,dj_5732
3572,7/7/2021,9/28/2021,83,Call,dj_2010
3573,7/6/2021,8/29/2021,54,Web portal,dj_5000
3574,7/7/2021,10/5/2021,90,Web portal,dj_7346
3575,7/7/2021,9/29/2021,84,Web portal,dj_4037
3576,7/8/2021,10/10/2021,94,Web portal,dj_5367
3577,7/9/2021,10/29/2021,112,Web portal,dj_916
3578,7/10/2021,10/25/2021,107,Web portal,dj_4038
3579,7/10/2021,11/2/2021,115,Web portal,dj_552
3580,7/8/2021,8/3/2021,26,Web portal,dj_188
3581,7/11/2021,8/12/2021,32,Web portal,dj_5003
3582,7/8/2021,10/11/2021,95,Web portal,dj_918
3583,7/9/2021,9/14/2021,67,Web portal,dj_4039
3584,7/11/2021,11/1/2021,113,Web portal,dj_5369
3585,7/9/2021,8/3/2021,25,Call,dj_7350
3586,7/11/2021,9/27/2021,78,Web portal,dj_5004
3587,7/10/2021,10/31/2021,113,Call,dj_1650
3588,7/13/2021,9/2/2021,51,Call,dj_5737
3589,7/10/2021,9/17/2021,69,Web portal,dj_6256
3590,7/11/2021,10/17/2021,98,Call,dj_7351
3591,7/11/2021,11/5/2021,117,Web portal,dj_920
3592,7/13/2021,9/27/2021,76,Web portal,dj_2015
3593,7/11/2021,10/8/2021,89,Call,dj_5372
3594,7/13/2021,9/9/2021,58,Call,dj_4274
3595,7/14/2021,9/16/2021,64,Web portal,dj_1651
3596,7/14/2021,9/19/2021,67,Call,dj_6987
3597,7/12/2021,8/26/2021,45,Web portal,dj_6623
3598,7/14/2021,8/17/2021,34,Call,dj_1652
3599,7/14/2021,9/22/2021,70,Call,dj_922
3600,7/12/2021,9/17/2021,67,Call,dj_5739
3601,7/13/2021,10/30/2021,109,Call,dj_5007
3602,7/14/2021,8/19/2021,36,Call,dj_2583
3603,7/16/2021,8/24/2021,39,Call,dj_6259
3604,7/14/2021,7/29/2021,15,Call,dj_1288
3605,7/15/2021,8/17/2021,33,Web portal,dj_2018
3606,7/16/2021,9/9/2021,55,Call,dj_3679
3607,7/15/2021,9/29/2021,76,Web portal,dj_6990
3608,7/16/2021,9/10/2021,56,Call,dj_7355
3609,7/14/2021,10/5/2021,83,Call,dj_5375
3610,7/14/2021,10/17/2021,95,Web portal,dj_5741
3611,7/14/2021,10/9/2021,87,Call,dj_4045
3612,7/17/2021,11/12/2021,118,Web portal,dj_6625
3613,7/17/2021,8/18/2021,32,Web portal,dj_5009
3614,7/16/2021,8/18/2021,33,Web portal,dj_7356
3615,7/16/2021,11/9/2021,116,Web portal,dj_2020
3616,7/16/2021,8/25/2021,40,Call,dj_4278
3617,7/17/2021,10/24/2021,99,Web portal,dj_1655
3618,7/17/2021,10/16/2021,91,Web portal,dj_6626
3619,7/18/2021,9/11/2021,55,Call,dj_4046
3620,7/17/2021,10/5/2021,80,Call,dj_196
3621,7/16/2021,10/10/2021,86,Call,dj_5743
3622,7/16/2021,10/29/2021,105,Web portal,dj_1656
3623,7/18/2021,9/29/2021,73,Call,dj_4047
3624,7/19/2021,10/8/2021,81,Web portal,dj_2021
3625,7/17/2021,8/21/2021,35,Call,dj_5744
3626,7/18/2021,10/19/2021,93,Call,dj_7358
3627,7/18/2021,10/18/2021,92,Call,dj_1292
3628,7/19/2021,11/12/2021,116,Call,dj_3318
3629,7/20/2021,9/12/2021,54,Web portal,dj_2023
3630,7/21/2021,11/5/2021,107,Call,dj_5013
3631,7/19/2021,10/29/2021,102,Web portal,dj_3685
3632,7/20/2021,10/17/2021,89,Web portal,dj_7360
3633,7/22/2021,10/30/2021,100,Web portal,dj_6995
3634,7/22/2021,8/29/2021,38,Web portal,dj_3321
3635,7/22/2021,8/18/2021,27,Web portal,dj_3687
3636,7/23/2021,11/3/2021,103,Call,dj_5016
3637,7/24/2021,10/20/2021,88,Web portal,dj_1661
3638,7/23/2021,10/20/2021,89,Call,dj_4053
3639,7/25/2021,8/28/2021,34,Call,dj_5017
3640,7/24/2021,10/31/2021,99,Call,dj_7364
3641,7/26/2021,11/5/2021,102,Call,dj_5750
3642,7/26/2021,9/26/2021,62,Web portal,dj_4054
3643,7/24/2021,8/9/2021,16,Web portal,dj_933
3644,7/26/2021,8/16/2021,21,Web portal,dj_5384
3645,7/25/2021,9/16/2021,53,Call,dj_7365
3646,7/27/2021,8/25/2021,29,Call,dj_5751
3647,7/27/2021,10/25/2021,90,Web portal,dj_569
3648,7/24/2021,11/3/2021,102,Web portal,dj_3690
3649,7/24/2021,10/6/2021,74,Call,dj_6635
3650,7/26/2021,11/18/2021,115,Call,dj_5385
3651,7/26/2021,9/3/2021,39,Web portal,dj_4287
3652,7/27/2021,11/15/2021,111,Web portal,dj_7000
3653,7/25/2021,8/24/2021,30,Call,dj_4654
3654,7/26/2021,10/17/2021,83,Call,dj_5020
3655,7/28/2021,10/5/2021,69,Call,dj_936
3656,7/28/2021,9/8/2021,42,Web portal,dj_6272
3657,7/29/2021,9/1/2021,34,Call,dj_7367
3658,7/29/2021,10/15/2021,78,Call,dj_4655
3659,7/27/2021,11/17/2021,113,Call,dj_2598
3660,7/27/2021,10/17/2021,82,Call,dj_5388
3661,7/28/2021,8/14/2021,17,Web portal,dj_4059
3662,7/29/2021,10/16/2021,79,Call,dj_2599
3663,7/29/2021,11/18/2021,112,Call,dj_3694
3664,7/29/2021,10/18/2021,81,Web portal,dj_6639
3665,7/30/2021,9/28/2021,60,Web portal,dj_5389
3666,7/30/2021,8/23/2021,24,Web portal,dj_7369
3667,7/31/2021,10/29/2021,90,Web portal,dj_1668
3668,7/29/2021,8/26/2021,28,Call,dj_4658
3669,7/29/2021,8/29/2021,31,Web portal,dj_1304
3670,7/31/2021,10/24/2021,85,Call,dj_7370
3671,7/31/2021,10/31/2021,92,Call,dj_5756
3672,7/30/2021,10/24/2021,86,Call,dj_7371
3673,7/31/2021,9/16/2021,47,Web portal,dj_5757
3674,8/2/2021,9/25/2021,54,Call,dj_4659
3675,8/1/2021,11/6/2021,97,Call,dj_7372
3676,8/2/2021,11/1/2021,91,Call,dj_5758
3677,8/2/2021,11/28/2021,118,Web portal,dj_1671
3678,8/3/2021,9/19/2021,47,Call,dj_5392
3679,8/3/2021,11/24/2021,113,Call,dj_4063
3680,8/3/2021,11/13/2021,102,Web portal,dj_577
3681,8/1/2021,10/13/2021,73,Call,dj_3333
3682,8/2/2021,9/28/2021,57,Web portal,dj_7373
3683,8/3/2021,8/29/2021,26,Call,dj_5759
3684,8/4/2021,8/24/2021,20,Call,dj_6643
3685,8/2/2021,8/26/2021,24,Web portal,dj_5760
3686,8/4/2021,9/23/2021,50,Call,dj_6644
3687,8/3/2021,9/1/2021,29,Call,dj_1673
3688,8/4/2021,11/24/2021,112,Call,dj_4065
3689,8/5/2021,10/27/2021,83,Call,dj_1674
3690,8/4/2021,10/16/2021,73,Call,dj_7376
3691,8/4/2021,9/3/2021,30,Call,dj_4664
3692,8/5/2021,10/13/2021,69,Call,dj_6647
3693,8/6/2021,10/20/2021,75,Web portal,dj_5763
3694,8/7/2021,9/21/2021,45,Web portal,dj_7012
3695,8/8/2021,10/25/2021,78,Web portal,dj_3337
3696,8/6/2021,8/23/2021,17,Web portal,dj_5398
3697,8/7/2021,11/28/2021,113,Web portal,dj_5764
3698,8/7/2021,9/7/2021,31,Web portal,dj_3338
3699,8/8/2021,9/30/2021,53,Web portal,dj_4666
3700,8/9/2021,11/20/2021,103,Call,dj_6648
3701,8/6/2021,10/17/2021,72,Call,dj_3703
3702,8/6/2021,9/16/2021,41,Web portal,dj_5032
3703,8/7/2021,10/8/2021,62,Web portal,dj_7014
3704,8/7/2021,9/9/2021,33,Call,dj_2974
3705,8/10/2021,10/14/2021,65,Call,dj_4069
3706,8/10/2021,9/24/2021,45,Web portal,dj_4667
3707,8/10/2021,10/11/2021,62,Web portal,dj_5033
3708,8/11/2021,10/3/2021,53,Call,dj_5766
3709,8/10/2021,11/30/2021,112,Call,dj_4070
3710,8/12/2021,10/9/2021,58,Web portal,dj_4303
3711,8/9/2021,8/25/2021,16,Call,dj_3706
3712,8/9/2021,10/19/2021,71,Call,dj_5767
3713,8/9/2021,11/28/2021,111,Web portal,dj_2611
3714,8/11/2021,11/13/2021,94,Call,dj_2977
3715,8/13/2021,10/26/2021,74,Call,dj_4670
3716,8/11/2021,12/2/2021,113,Web portal,dj_5768
3717,8/11/2021,12/6/2021,117,Call,dj_6287
3718,8/11/2021,9/5/2021,25,Call,dj_4072
3719,8/12/2021,12/2/2021,112,Call,dj_5402
3720,8/12/2021,10/19/2021,68,Web portal,dj_1681
3721,8/13/2021,11/28/2021,107,Call,dj_5769
3722,8/11/2021,10/5/2021,55,Call,dj_6288
3723,8/12/2021,10/31/2021,80,Web portal,dj_1317
3724,8/13/2021,9/6/2021,24,Web portal,dj_1682
3725,8/13/2021,10/31/2021,79,Web portal,dj_4073
3726,8/14/2021,9/3/2021,20,Web portal,dj_7019
3727,8/15/2021,11/22/2021,99,Web portal,dj_6654
3728,8/15/2021,11/19/2021,96,Web portal,dj_5039
3729,8/15/2021,10/4/2021,50,Web portal,dj_5771
3730,8/15/2021,11/9/2021,86,Call,dj_6655
3731,8/15/2021,10/20/2021,66,Call,dj_4673
3732,8/15/2021,10/18/2021,64,Web portal,dj_7020
3733,8/16/2021,11/2/2021,78,Call,dj_3710
3734,8/14/2021,9/26/2021,43,Web portal,dj_4076
3735,8/15/2021,10/14/2021,60,Web portal,dj_1685
3736,8/15/2021,10/19/2021,65,Web portal,dj_590
3737,8/16/2021,10/5/2021,50,Call,dj_3711
3738,8/17/2021,11/17/2021,92,Web portal,dj_5040
3739,8/17/2021,9/2/2021,16,Call,dj_5041
3740,8/15/2021,11/21/2021,98,Web portal,dj_3347
3741,8/16/2021,9/28/2021,43,Call,dj_5773
3742,8/18/2021,9/18/2021,31,Web portal,dj_4078
3743,8/18/2021,10/27/2021,70,Web portal,dj_5042
3744,8/18/2021,9/26/2021,39,Call,dj_2253
3745,8/18/2021,11/28/2021,102,Web portal,dj_3348
3746,8/19/2021,9/4/2021,16,Call,dj_5408
3747,8/19/2021,11/19/2021,92,Web portal,dj_5409
3748,8/19/2021,9/26/2021,38,Web portal,dj_6659
3749,8/20/2021,9/4/2021,15,Web portal,dj_3349
3750,8/17/2021,11/17/2021,92,Call,dj_1323
3751,8/20/2021,10/4/2021,45,Web portal,dj_5043
3752,8/20/2021,11/15/2021,87,Web portal,dj_5044
3753,8/19/2021,12/17/2021,120,Call,dj_7026
3754,8/20/2021,11/29/2021,101,Web portal,dj_2986
3755,8/22/2021,10/3/2021,42,Web portal,dj_6296
3756,8/20/2021,11/20/2021,92,Web portal,dj_5045
3757,8/20/2021,9/27/2021,38,Call,dj_7391
3758,8/21/2021,11/26/2021,97,Web portal,dj_4081
3759,8/22/2021,9/6/2021,15,Web portal,dj_5046
3760,8/23/2021,9/28/2021,36,Web portal,dj_4082
3761,8/22/2021,9/19/2021,28,Call,dj_3718
3762,8/22/2021,12/12/2021,112,Web portal,dj_6663
3763,8/23/2021,12/19/2021,118,Call,dj_5779
3764,8/23/2021,11/10/2021,79,Web portal,dj_5047
3765,8/23/2021,11/20/2021,89,Call,dj_7393
3766,8/23/2021,10/30/2021,68,Call,dj_7394
3767,8/24/2021,11/28/2021,96,Call,dj_7029
3768,8/23/2021,10/24/2021,62,Call,dj_5048
3769,8/25/2021,11/5/2021,72,Call,dj_4316
3770,8/23/2021,11/24/2021,93,Call,dj_7030
3771,8/24/2021,11/26/2021,94,Call,dj_5049
3772,8/25/2021,11/15/2021,82,Web portal,dj_1329
3773,8/26/2021,12/7/2021,103,Web portal,dj_5781
3774,8/25/2021,11/28/2021,95,Call,dj_5050
3775,8/25/2021,12/3/2021,100,Web portal,dj_3356
3776,8/24/2021,9/16/2021,23,Call,dj_3721
3777,8/25/2021,10/5/2021,41,Call,dj_4684
3778,8/25/2021,11/24/2021,91,Call,dj_600
3779,8/27/2021,10/12/2021,46,Call,dj_5051
3780,8/25/2021,9/20/2021,26,Web portal,dj_5417
3781,8/25/2021,9/24/2021,30,Call,dj_5783
3782,8/26/2021,9/23/2021,28,Call,dj_1331
3783,8/28/2021,11/7/2021,71,Web portal,dj_3357
3784,8/27/2021,10/5/2021,39,Call,dj_3723
3785,8/28/2021,11/12/2021,76,Web portal,dj_6303
3786,8/29/2021,9/24/2021,26,Web portal,dj_5784
3787,8/26/2021,10/17/2021,52,Call,dj_5418
3788,8/27/2021,10/23/2021,57,Web portal,dj_1697
3789,8/28/2021,10/18/2021,51,Call,dj_6668
3790,8/29/2021,10/31/2021,63,Web portal,dj_5052
3791,8/29/2021,11/16/2021,79,Call,dj_7398
3792,8/28/2021,9/25/2021,28,Web portal,dj_5053
3793,8/28/2021,10/21/2021,54,Web portal,dj_5419
3794,8/29/2021,10/10/2021,42,Web portal,dj_1698
3795,8/30/2021,9/15/2021,16,Web portal,dj_5785
3796,8/29/2021,10/3/2021,35,Web portal,dj_5054
3797,8/29/2021,12/2/2021,95,Web portal,dj_7401
3798,8/30/2021,12/23/2021,115,Web portal,dj_5055
3799,8/31/2021,10/23/2021,53,Call,dj_1335
3800,8/31/2021,12/20/2021,111,Web portal,dj_6671
3801,9/1/2021,12/9/2021,99,Web portal,dj_3361
3802,9/1/2021,10/11/2021,40,Web portal,dj_5056
3803,8/31/2021,9/28/2021,28,Web portal,dj_7402
3804,8/31/2021,12/29/2021,120,Web portal,dj_6673
3805,9/3/2021,10/21/2021,48,Web portal,dj_5057
3806,9/2/2021,11/3/2021,62,Web portal,dj_1337
3807,9/3/2021,11/20/2021,78,Web portal,dj_7038
3808,9/2/2021,12/29/2021,118,Call,dj_6674
3809,9/1/2021,11/17/2021,77,Call,dj_5058
3810,9/3/2021,12/18/2021,106,Call,dj_7039
3811,9/2/2021,11/29/2021,88,Call,dj_244
3812,9/4/2021,11/8/2021,65,Call,dj_6310
3813,9/5/2021,10/8/2021,33,Call,dj_5059
3814,9/5/2021,11/24/2021,80,Web portal,dj_3730
3815,9/4/2021,11/13/2021,70,Call,dj_5060
3816,9/4/2021,12/11/2021,98,Call,dj_1705
3817,9/5/2021,10/30/2021,55,Call,dj_610
3818,9/6/2021,9/26/2021,20,Web portal,dj_7406
3819,9/6/2021,12/3/2021,88,Web portal,dj_6677
3820,9/4/2021,10/12/2021,38,Call,dj_7407
3821,9/6/2021,11/12/2021,67,Call,dj_5061
3822,9/6/2021,10/15/2021,39,Call,dj_5793
3823,9/7/2021,10/20/2021,43,Call,dj_5062
3824,9/6/2021,10/1/2021,25,Web portal,dj_612
3825,9/7/2021,1/2/2022,117,Web portal,dj_7409
3826,9/8/2021,11/10/2021,63,Call,dj_5063
3827,9/8/2021,11/17/2021,70,Web portal,dj_4331
3828,9/8/2021,10/17/2021,39,Web portal,dj_3370
3829,9/9/2021,12/29/2021,111,Call,dj_7045
3830,9/10/2021,9/28/2021,18,Call,dj_5064
3831,9/10/2021,10/10/2021,30,Web portal,dj_7410
3832,9/7/2021,9/28/2021,21,Call,dj_5430
3833,9/8/2021,11/20/2021,73,Web portal,dj_5797
3834,9/10/2021,11/3/2021,54,Web portal,dj_6681
3835,9/10/2021,12/26/2021,107,Web portal,dj_5431
3836,9/11/2021,12/27/2021,107,Web portal,dj_7046
3837,9/11/2021,1/8/2022,119,Call,dj_3006
3838,9/10/2021,11/7/2021,58,Web portal,dj_5065
3839,9/10/2021,11/20/2021,71,Web portal,dj_7411
3840,9/9/2021,10/27/2021,48,Call,dj_6682
3841,9/11/2021,11/26/2021,76,Call,dj_6317
3842,9/9/2021,10/21/2021,42,Web portal,dj_3737
3843,9/9/2021,11/3/2021,55,Call,dj_7412
3844,9/10/2021,10/20/2021,40,Web portal,dj_5066
3845,9/11/2021,12/7/2021,87,Web portal,dj_5798
3846,9/11/2021,11/20/2021,70,Call,dj_5067
3847,9/12/2021,12/3/2021,82,Call,dj_1712
3848,9/12/2021,12/6/2021,85,Web portal,dj_7413
3849,9/12/2021,12/22/2021,101,Web portal,dj_2278
3850,9/13/2021,10/4/2021,21,Call,dj_7048
3851,9/11/2021,12/22/2021,102,Call,dj_7414
3852,9/12/2021,12/6/2021,85,Call,dj_6684
3853,9/13/2021,10/1/2021,18,Web portal,dj_3009
3854,9/13/2021,10/10/2021,27,Call,dj_2644
3855,9/14/2021,11/15/2021,62,Call,dj_1348
3856,9/11/2021,12/24/2021,104,Web portal,dj_1713
3857,9/13/2021,11/5/2021,53,Call,dj_5068
3858,9/14/2021,12/26/2021,103,Web portal,dj_4703
3859,9/14/2021,11/21/2021,68,Web portal,dj_619
3860,9/15/2021,12/1/2021,77,Call,dj_6320
3861,9/12/2021,11/6/2021,55,Web portal,dj_5069
3862,9/12/2021,10/31/2021,49,Web portal,dj_984
3863,9/14/2021,11/20/2021,67,Call,dj_5070
3864,9/16/2021,10/15/2021,29,Web portal,dj_2646
3865,9/13/2021,11/1/2021,49,Call,dj_5436
3866,9/15/2021,10/29/2021,44,Call,dj_7051
3867,9/15/2021,10/29/2021,44,Web portal,dj_6686
3868,9/16/2021,12/31/2021,106,Call,dj_3741
3869,9/15/2021,10/18/2021,33,Call,dj_4705
3870,9/16/2021,11/30/2021,75,Call,dj_5071
3871,9/17/2021,1/1/2022,106,Web portal,dj_7417
3872,9/15/2021,12/11/2021,87,Web portal,dj_6322
3873,9/18/2021,11/21/2021,64,Web portal,dj_5072
3874,9/15/2021,12/10/2021,86,Web portal,dj_4340
3875,9/15/2021,1/7/2022,114,Web portal,dj_6323
3876,9/15/2021,11/4/2021,50,Web portal,dj_7053
3877,9/16/2021,11/30/2021,75,Web portal,dj_3378
3878,9/18/2021,11/25/2021,68,Call,dj_6688
3879,9/16/2021,12/9/2021,84,Web portal,dj_1353
3880,9/17/2021,11/18/2021,62,Web portal,dj_5073
3881,9/17/2021,1/2/2022,107,Web portal,dj_4707
3882,9/17/2021,12/28/2021,102,Web portal,dj_1718
3883,9/18/2021,10/7/2021,19,Web portal,dj_7420
3884,9/19/2021,1/6/2022,109,Call,dj_5074
3885,9/20/2021,12/28/2021,99,Call,dj_3380
3886,9/18/2021,11/22/2021,65,Call,dj_1720
3887,9/19/2021,10/31/2021,42,Web portal,dj_5807
3888,9/21/2021,10/27/2021,36,Call,dj_5075
3889,9/18/2021,1/13/2022,117,Web portal,dj_3746
3890,9/18/2021,12/1/2021,74,Call,dj_7056
3891,9/20/2021,12/4/2021,75,Call,dj_5441
3892,9/20/2021,11/15/2021,56,Web portal,dj_1356
3893,9/20/2021,11/17/2021,58,Call,dj_2287
3894,9/20/2021,10/31/2021,41,Call,dj_3382
3895,9/21/2021,1/13/2022,114,Web portal,dj_5076
3896,9/22/2021,11/25/2021,64,Web portal,dj_5077
3897,9/23/2021,1/13/2022,112,Call,dj_7423
3898,9/21/2021,10/19/2021,28,Web portal,dj_4712
3899,9/23/2021,11/16/2021,54,Call,dj_3749
3900,9/23/2021,11/22/2021,60,Web portal,dj_3384
3901,9/23/2021,11/24/2021,62,Web portal,dj_5444
3902,9/24/2021,12/19/2021,86,Web portal,dj_5810
3903,9/21/2021,11/22/2021,62,Call,dj_5078
3904,9/22/2021,11/3/2021,42,Call,dj_7059
3905,9/23/2021,10/22/2021,29,Web portal,dj_4347
3906,9/25/2021,11/25/2021,61,Web portal,dj_5079
3907,9/25/2021,12/22/2021,88,Call,dj_994
3908,9/22/2021,12/6/2021,75,Call,dj_6330
3909,9/23/2021,12/24/2021,92,Call,dj_5811
3910,9/24/2021,12/17/2021,84,Call,dj_6695
3911,9/25/2021,11/17/2021,53,Call,dj_7060
3912,9/25/2021,12/22/2021,88,Web portal,dj_5080
3913,9/24/2021,12/15/2021,82,Call,dj_4715
3914,9/25/2021,1/14/2022,111,Web portal,dj_5813
3915,9/26/2021,12/28/2021,93,Web portal,dj_1726
3916,9/25/2021,1/23/2022,120,Call,dj_7427
3917,9/27/2021,10/31/2021,34,Call,dj_5081
3918,9/25/2021,11/3/2021,39,Call,dj_7428
3919,9/26/2021,10/18/2021,22,Call,dj_3388
3920,9/28/2021,1/1/2022,95,Web portal,dj_5082
3921,9/28/2021,1/21/2022,115,Web portal,dj_267
3922,9/26/2021,11/27/2021,62,Web portal,dj_1728
3923,9/27/2021,1/23/2022,118,Web portal,dj_4717
3924,9/27/2021,11/22/2021,56,Call,dj_5449
